1,1.10442194104
2,0.664002135765
3,0.555968263648
4,0.498706376073
5,0.470039754899
6,0.451767239672
7,0.439715468264
8,0.429623745635
9,0.423217762974
10,0.417233886436
11,0.410441784764
12,0.40664095418
13,0.403192145389
14,0.399488165735
15,0.39728670225
16,0.394884855479
17,0.393319117731
18,0.391595983371
19,0.389278778623
20,0.387001414327
21,0.385617576304
22,0.383882643208
23,0.383857169033
24,0.383402917665
25,0.383064480579
26,0.382647262659
27,0.382239969314
28,0.38083860496
29,0.380028683066
30,0.378991816923
32,0.377884645081
33,0.37742719946
34,0.376961569835
35,0.376937524146
36,0.376860757768
37,0.376047395978
38,0.375686133523
39,0.375376290177
40,0.375036694136
41,0.374780418413
42,0.37445032159
43,0.374199449189
45,0.374079388298
46,0.373535125775
48,0.373526645706
49,0.373152941241
50,0.372635999798
51,0.372351481311
52,0.372020699993
53,0.371423611822
54,0.370979902279
55,0.370950972063
56,0.370712803296
57,0.370535018662
58,0.370319266802
59,0.370288203891
63,0.370197760219
64,0.369794316398
65,0.369437416191
66,0.369362448483
71,0.369281718319
73,0.36926975637
74,0.368978358883
76,0.368692445123
77,0.368667832262
78,0.368558009469
80,0.368504373458
81,0.3683215251
82,0.368183575412
105,0.367948129247
106,0.367911212248
107,0.367859465553
108,0.367781939541
110,0.367662972823
115,0.367660841731
116,0.36763408909
117,0.367509429999
120,0.367507773026
132,0.367472654839
134,0.367382096641
135,0.367266228534
136,0.367214547254
138,0.367210951684
148,0.367182691633
149,0.367134581334
150,0.366971232605
151,0.366905300891
153,0.366851088672
155,0.366840488629
158,0.366718521219
162,0.366687064192
163,0.366663488824
164,0.366565409808
167,0.366524973614
168,0.366510513201
194,0.366505836914
195,0.366406098425
